,reviews,scores,compound,comp_score
5901," Had been looking for a smartwatch to support me in my fitness routines.My experience with this-The activity trackers are useful for activities like running, yoga etc and are really accurate!-The strap is skin friendly-Awesome looks and great color combination-The app is easy to use and gives lots of information about fitness. Plus, for a competition spirited person like me the z point system is a real motivating factor! It pushes me to work harder and harder-Wish there was a spo2 meter ","{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.9773}",0.9773,pos
5902, Battery life is very good ,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}",0.4927,pos
5903," In love with the sports modes and the features of this one. I am a little old school type of a person so was hesitant about a digital/smartband, but I must say this is super helpful and totally worth every rupee! Helps me keep track of my health and fitness details, and most importantly this has made exercising fun! I ended up trying 3 modes in the gym and 2 others outdoor as well. The app is also fun to use with lot of details about daily activities. Liking this band so far. ","{'neg': 0.014, 'neu': 0.639, 'pos': 0.346, 'compound': 0.9905}",0.9905,pos
5904, But the watch strap is not good ,"{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.4782}",-0.4782,neg
5905,                         The media could not be loaded.                      The watch turned out to be very poor and the company service is poor.  The charging of this watch does not last.  Company people give a lot of trouble if there is any problem.  Other companies do not provide service.  I have suffered a lot.  This brand is only in name but very bad in terms of service. ,"{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.9243}",-0.9243,neg
5906," Very slim and does not feel a smart watch, just a tracker ","{'neg': 0.201, 'neu': 0.799, 'pos': 0.0, 'compound': -0.3089}",-0.3089,neg
5907, This is a perfect gesture to motivate someone towards fitness and style!-Amazingly stylish in dual color variants-Good battery life upto 10 days!-Can be used for a range of indoor and outdoor activities-The pre assigned daily tasks on the app are damn effective and make me want to complete them. Also Z points and the ranking system in city and country are fun-The various sports modes would cater to almost all fitness routines and activities-No spare straps provided… would’ve loved more options. ,"{'neg': 0.029, 'neu': 0.76, 'pos': 0.211, 'compound': 0.9401}",0.9401,pos
5908, Strap grip need to improvise ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
5909," This watch is GOLD for sports enthusiasts like me. Never misses out to update my heart rate and burned calories(and many more) accurately. I explored the Elliptical machine mode & Rowing mode at the gym. I really like the daily tasks that appear on the app. As a fitness enthusiast these things are really important to me.  Two tones colors make the band quite good looking and looks great on my wrist, not bulky. The features and the looks that this product is giving... satisfied with this purchase at this price ","{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.9714}",0.9714,pos
5910,                         The media could not be loaded.                    ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
5911," Not so user friendly, not good on skin & most importantly it won't even work as a watch - as stand alone!! ","{'neg': 0.308, 'neu': 0.59, 'pos': 0.102, 'compound': -0.6406}",-0.6406,neg
5912, Liked it ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
5913, O2 measurement is missing. Strap fitment is difficult ,"{'neg': 0.439, 'neu': 0.561, 'pos': 0.0, 'compound': -0.5719}",-0.5719,neg
5914, It's really hopeless and does not work properly ,"{'neg': 0.32, 'neu': 0.68, 'pos': 0.0, 'compound': -0.5095}",-0.5095,neg
5915, Good product. ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
5916," The watch is not connecting to the phone and app, unable to set time and there is no user manual given in the box, there is no call facility, the screen gasture and quality is very poor. Not satisfied with the product and in amazon app there is no connectivity with customer care, & no return, feeling like stuck and cheated by Amazon ","{'neg': 0.252, 'neu': 0.615, 'pos': 0.133, 'compound': -0.8587}",-0.8587,neg
5917, Comfortable to use and battery life is less than expected ,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.5106}",0.5106,pos
5918, Everything is perfect ,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,pos
5919," I received the product. There was no seal on the package. I opened the box and saw fingerprints and scratxhes on the screen. The seller was Kolkata based. I knew if I choose to return the product, I will get another same kind of used watch. Maybe the seller used the watch for a few days then sold it. The watch is nice though. Good battery life. But its a used one. ","{'neg': 0.024, 'neu': 0.919, 'pos': 0.057, 'compound': 0.3071}",0.3071,pos
5920, Battery backup not good ,"{'neg': 0.445, 'neu': 0.555, 'pos': 0.0, 'compound': -0.3412}",-0.3412,neg
5921, Low battery qualityIt is suddenly reduce its battery percentage ,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}",-0.2732,neg
5922, Super Stylish Smart BandI wanted a good looking smart band and the colour options available in this one are really cool ! Was checking out different bands and this particular one grabbed my attention. Used the hiking mode... explored this one when I was trekking at Kedar Kantha recently. Helped me to keep track of my heart rate as well and has camera control for all those selfies..During the entire trip  i charged my watch only once so battery life is decent. Good buy at this price point. ,"{'neg': 0.018, 'neu': 0.776, 'pos': 0.205, 'compound': 0.9537}",0.9537,pos
5923, The screens small ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
5924, The model looks attractive but the display is small to touch and play. ,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.6187}",0.6187,pos
5925," What's the point of buying this fitness band when it opens automatically.This band is defective it opens on its own and falls, if you only want to wear it in your home itself then only buy this. I am highly disappointed. It can get lost easily! ","{'neg': 0.165, 'neu': 0.723, 'pos': 0.113, 'compound': -0.5873}",-0.5873,neg
5926, Waste of money.. ,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}",-0.4215,neg
5927," The display is very small , so can not go easily on desire option. Menu key also not respond quickly. Overall ""OK"". ","{'neg': 0.086, 'neu': 0.8, 'pos': 0.114, 'compound': 0.169}",0.169,pos
5928, I bought this band last week and totally hooked to the app. The reflex app world and the daily tasks assigned make fitness fun. The z point local and global rankings bring out the heated competitive spirit let you know where you stand. Personally I find this system really encouraging and hope that more and more people join in to make the z ranking more interesting. Also ended up trying various of their sport modes to meet my daily tasks. Fitness is made fun with this band ,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.9736}",0.9736,pos
5929, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
5930," This is the worst ever purchase I have made. I am a new mother and I sometimes take a quick stroll with my baby in pram. I bought this band to calculate the number of steps during that walk. And guess what, it fails to do that because my hand is holding the pram and since the hands don't move, the band doesn't calculate the steps taken. Whereas my samsung phone's steps tracker calculates it. Also, there is a big difference in the number of steps that this band calculate vs my phone's steps counter. I don't know which one is accurate.It also fails to identify whether I am doing Yoga or HIIT. So, I don't exactly know the purpose of Multisports category.I wouldn't recommend anyone to buy it. ","{'neg': 0.091, 'neu': 0.864, 'pos': 0.045, 'compound': -0.7912}",-0.7912,neg
5931," I had been using the 2.0 and totally loved it, hence my expectations with this one were a lot. The addition of 10+ sport modes is great and most activities I do are covered in this band. I think this is a really good product especially for its price range (TOTALLY WORTH THE MONEY) only cons-Does not have SPO2 feature-Would’ve been great if the touch screen would have been biggerMust say the reflex series is a great collection though, I’m a fan Fastrack. ","{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.9767}",0.9767,pos
5932, I gifted one to an 8 yr old and another to a 14 yr old... Both of them loved it. ,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.5994}",0.5994,pos
5933, Their are no options working to track sleeping and the display size is very small.Display active is not working agressively. ,"{'neg': 0.095, 'neu': 0.777, 'pos': 0.128, 'compound': 0.197}",0.197,pos
5934," I don't think this tracker works for any other type of workout aside from running or walking. It is very efficient with this particular type of workout only.I perform strength training, weights and HIIT cardio and it barely records a 10-15 calorie burn which is impossible! Since HIIT cardio does not involve swinging hands like running or walking does it doesn't record the burn. Even the heart rate is not properly recorded unless I'm jogging or doing aerobics. I know my heart rate is higher during HIIT but the band doesn't record it. ","{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.6356}",0.6356,pos
5935, The watch works quite well with efficiency ,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.6318}",0.6318,pos
5936, Fabric is awesome..Battery Life is not that expected..if you use full of mode heart rate..etc within 2-3 day battery dead..Otherwise look is good..feature is quite good. ,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4927}",0.4927,pos
5937," Not happy with the product. Battery is very poor. And we keep trying to set the time , but not finding option to do that ","{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.4932}",-0.4932,neg
5938, Too often it get unpaired by itself. Overall all good ,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,pos
5939, Ok ok ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5267}",0.5267,pos
5940, So so ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
5941, This product is of no use. Very bad quality. ,"{'neg': 0.461, 'neu': 0.539, 'pos': 0.0, 'compound': -0.7178}",-0.7178,neg
5942, Look wise it's a good product.All basic functionalities are there but these modes are difficult to activate. Moreover the touch sensor is not very good. Only buy if your budget is low. ,"{'neg': 0.148, 'neu': 0.654, 'pos': 0.197, 'compound': 0.2382}",0.2382,pos
5943, This watch is not comfortable on mybhand so I refund it ,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.4023}",-0.4023,neg
5944," I’m an absolute fitness freak and have been working out since years now. Got this watch for my sister and I must confess she’s addicted to this now and I placed another order because I tried out the band too. The activity tracker is accurate and captures the duration, pace, heart rate, steps completed, distance, calories and all achievements during the activity. Being aware of these is important for me and this band ticks all the boxes. Also looks great on my wrist, it’s fashionable and effective. Super band! ","{'neg': 0.03, 'neu': 0.815, 'pos': 0.156, 'compound': 0.908}",0.908,pos
5945, Amazing product. I ❤️it ,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.5859}",0.5859,pos
5946, Look is good but feature wise it has a long way to go. I think MI and Noise could be some better options to go with in this price range or else you would have to adjust with small screen limited featured Fastrack band. ,"{'neg': 0.047, 'neu': 0.755, 'pos': 0.198, 'compound': 0.8225}",0.8225,pos
